ID;Width;Height
1213;23.509509;91.497551
1214;23.853726;91.279838
1215;23.219501;91.612697
1216;23.499618;91.307864
1217;23.934837;92.242414
1218;23.85278;91.281794
1219;23.762835;91.278785
1220;23.279375;91.39901
1221;23.121654;91.62592
1222;23.74306;91.159384
1223;23.842944;91.342867
1224;23.833284;91.279236
1225;0;0
1226;23.740745;91.123377
1227;0;0
1228;0;0
1229;23.831102;91.287931
1230;23.498286;91.781234
1231;25.242709;91.657265
1232;25.242726;91.725293
1233;25.593116;91.880158
1234;25.652587;91.861689
1235;25.242726;91.725293
1236;25.537101;91.820263
1237;25.27561;91.684309
1238;25.201967;91.912615
1239;25.221715;91.720405
1240;0;0
1241;25.547377;91.872862
1242;25.576702;91.882396
1243;25.574842;91.885406
1244;25.567972;91.889568
1245;25.353567;91.901882
1246;25.453269;91.745657
1247;25.547377;91.872862
1248;25.422627;91.648703
1249;25.652587;91.861689
1250;25.593373;91.909399
1251;25.28894;91.711345
1252;25.536646;91.825259
1253;25.565421;91.879421
1254;25.242384;91.74317
1255;25.20195;91.846769
1256;25.201967;91.912615
1257;25.212813;91.730321
1258;25.285103;91.7
1259;0;0
1260;25.247433;91.733603
1261;0;0
1262;25.667643;94.102042
1263;25.616605;94.112407
1264;25.652332;93.987887
1265;25.616605;94.112407
1266;25.685012;94.102657
1267;25.596029;94.370129
1268;25.903744;93.737573
1269;25.709182;93.967733
1270;25.550539;94.117051
1271;26.664679;94.907444
1272;25.740198;94.896544
1273;26.169986;94.254751
1274;26.218499;94.241814
1275;25.854976;93.718469
1276;26.296983;94.496219
1277;25.854976;93.718469
1278;0;0
1279;26.310917;94.552586
1280;25.595165;94.79083
1281;25.675541;94.103351
1282;26.310914;94.537227
1283;25.549653;93.51837
1284;25.854976;93.718469
1285;0;0
1286;25.549653;93.51837
1287;0;0
1288;0;0
1289;24.553434;93.775734
1290;24.80744;93.940093
1291;24.822527;93.94402
1292;24.806917;93.941135
1293;24.502225;93.774614
1294;24.801172;93.936568
1295;24.779539;93.908851
1296;24.778042;93.910346
1297;0;0
1298;24.807005;93.934707
1299;24.796163;93.933068
1300;24.793984;93.948241
1301;24.795821;93.941261
1302;24.816585;93.888617
1303;25.129463;94.416584
1304;24.888296;93.889943
1305;24.731617;93.760483
1306;24.823091;93.991868
1307;24.8885;93.801581
1308;0;0
1309;24.546705;93.842979
1310;24.634633;93.758565
1311;25.05293;94.336995
1312;25.052946;94.405024
1313;24.546705;93.842979
1314;31.757048;75.520884
1315;32.259263;76.339745
1316;30.933938;77.202483
1317;32.198757;76.356799
1318;31.103526;77.139065
1319;32.52063;76.032781
1320;32.371725;77.244642
1321;32.248232;77.178424
1322;32.314094;77.153194
1323;31.101243;77.181729
1324;31.933524;76.299299
1325;32.02701;77.342681
1326;32.19761;76.323701
1327;31.106481;77.170324
1328;31.104364;77.173703
1329;31.641623;77.388982
1330;31.243787;77.499167
1331;30.878489;76.97286
1332;0;0
1333;32.246136;78.02614
1334;32.247482;76.336188
1335;31.10474;77.171441
1336;32.112052;77.162395
1337;32.371725;77.244642
1338;32.240945;77.187555
1339;32.545927;76.055818
1340;32.087301;76.252597
1341;31.754456;77.098973
1342;31.046256;77.13209
1343;32.231245;77.185516
1344;0;0
1345;32.231245;77.185516
1346;31.111152;77.156029
1347;32.314094;77.153194
1348;30.916269;76.840968
1349;0;0
1350;32.242643;76.315987
1351;0;0
1352;0;0
1353;30.117009;78.310603
1354;32.166664;76.482448
1355;30.891624;76.69111
1356;0;0
1357;31.105988;77.164611
1358;32.256982;77.173957
1359;31.351456;78.435543
1360;31.635119;76.834269
1361;32.23788;76.319853
1362;32.187454;76.366509
1363;32.540891;76.012335
1364;32.19555;77.055113
1365;30.253563;74.826011
1366;32.115763;77.165549
1367;31.10528;77.170054
1368;32.027173;77.338752
1369;31.424543;78.260368
1370;32.332054;78.007237
1371;0;0
1372;31.802412;77.697226
1373;32.247506;76.323754
1374;31.671937;77.064366
1375;32.366498;77.083317
1376;30.927373;77.107687
1377;31.591881;77.814154
1378;32.232547;76.322693
1379;31.100358;77.258917
1380;32.072796;76.066937
1381;32.072816;76.134965
1382;32.242643;76.315987
1383;31.537234;77.364233
1384;31.510341;77.793163
1385;30.435319;77.619736
1386;31.923355;77.148192
1387;32.093821;78.380073
1388;32.20022;76.318105
1389;32.236579;76.32344
1390;31.377164;75.194982
1391;0;0
1392;32.246211;77.178381
1393;32.27278;76.31308
1394;32.293216;77.240351
1395;31.092743;77.17226
1396;31.351456;78.435543
1397;32.050826;76.643632
1398;32.090511;78.209962
1399;31.634161;76.831175
1400;32.241396;77.184499
1401;31.247147;77.087618
1402;30.609017;77.453521
1403;31.306045;76.534256
1404;32.59734;75.984602
1405;32.297835;78.009737
1406;31.111195;77.156596
1407;31.103932;77.177495
1408;30.797966;76.808418
1409;32.132805;78.562256
1410;30.889854;76.969641
1411;31.446994;76.340525
1412;32.119228;76.492119
1413;31.085929;77.13779
1414;32.043452;76.834097
1415;30.709644;76.749737
1416;32.211476;76.37036
1417;31.10337;77.148643
1418;30.968221;75.899107
1419;31.339264;76.757028
1420;30.962193;76.802605
1421;32.482562;77.605705
1422;32.242643;76.315987
1423;31.111629;77.129624
1424;32.544701;75.959387
1425;32.038815;76.568306
1426;32.270337;77.344382
1427;32.336546;77.216313
1428;32.039816;76.71305
1429;31.967864;76.202781
1430;31.227218;76.422476
1431;31.229648;76.425234
1432;31.436537;78.255551
1433;30.880373;77.124514
1434;0;0
1435;30.909262;77.106165
1436;32.121678;77.393636
1437;31.879706;78.625681
1438;31.58106;76.354693
1439;32.482562;77.605705
1440;30.609017;77.453521
1441;32.394956;76.635011
1442;31.999499;77.880266
1443;32.133806;76.56591
1444;0;0
1445;31.104722;77.173134
1446;32.486098;76.062117
1447;32.247119;76.308366
1448;31.452044;78.331058
1449;32.242642;76.309394
1450;32.261688;76.304648
1451;32.242643;76.315987
1452;15.712217;73.683056
1453;15.688857;73.705039
1454;15.671159;73.705249
1455;15.606612;73.730926
1456;15.606613;73.738611
1457;15.599523;73.739346
1458;15.578295;73.728633
1459;15.564706;73.745385
1460;15.537242;73.752555
1461;15.499198;73.758363
1462;15.499198;73.764956
1463;15.478592;73.803167
1464;15.445103;73.837409
1465;15.445104;73.853871
1466;15.372061;73.837899
1467;15.33957;73.886355
1468;15.311918;73.902275
1469;15.292766;73.905628
1470;15.275133;73.915657
1471;15.256773;73.918367
1472;15.171587;73.932849
1473;15.156551;73.938513
1474;15.146351;73.944102
1475;15.041904;73.976328
1476;15.009294;74.017009
1477;15.01946;73.999619
1478;14.997742;74.033299
1479;14.977955;74.037013
1480;14.960458;74.047471
1481;14.95627;74.046216
